NAMA PERUMAHAN,STATUS,TOTAL HUNIAN,RADIUS,SITE,TERRITORY,TIPE PERUMAHAN,TIPE PLN,AREA PLN,GRADING,KOMPETITOR
TANAH BARU AREA (5),ACTIVE,216,OVER 200,KODYA DEPOK,KOTAMADYA,MIXED,AERIAL,JABAR,C,INDIHOME
TANAH BARU AREA (5) EXT,ACTIVE,24,UNDER 200,KODYA DEPOK,KOTAMADYA,MIXED,AERIAL,JABAR,C,INDIHOME
TANAH BARU PERMAI / SINAR WALUYO (1),ACTIVE,252,OVER 200,KODYA BOGOR,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TANAH BARU PERMAI / SINAR WALUYO (1),ACTIVE,64,UNDER 200,KODYA BOGOR,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TANAH BARU PERMAI / SINAR WALUYO (2),ACTIVE,260,OVER 200,KODYA BOGOR,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TANAH SEREAL AREA - Tanah Sereal 18 Ext,ACTIVE,18,UNDER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
TANAH TINGGI AREA,ACTIVE,86,UNDER 200,JAKARTA PUSAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
TANAH TINGGI AREA EXT,ACTIVE,70,UNDER 200,JAKARTA PUSAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
TANJUNG MAS RAYA EXT ,ACTIVE,41,UNDER 200,JAKARTA SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,B,INDIHOME
TATYA ASRI (1),ACTIVE,279,OVER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
TELAGA BUMI ASRI,ACTIVE,181,UNDER 200,KAB. TANGERANG,KABUPATEN,OPEN AREA,AERIAL,DKI,C,INDIHOME
TELAGA JAMBU,ACTIVE,177,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
THE GREEN COURT TAHAP 1 & 2 (1),ACTIVE,248,OVER 200,JAKARTA UTARA,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
THE GREEN COURT TAHAP 1 & 2 (2),ACTIVE,208,OVER 200,JAKARTA UTARA,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
THE GREEN RIVER VIEW EXT,ACTIVE,75,UNDER 200,KODYA DEPOK,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
THE GREEN RIVER VIEW EXT,ACTIVE,5,UNDER 200,KODYA DEPOK,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
THE ORCHID GREEN PARK,ACTIVE,280,OVER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
THE PARADISE PARK @SARAKAN RESIDENCE,ACTIVE,140,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,UG,DKI,C,INDIHOME
THE PARADISE PARK @SARAKAN RESIDENCE THP 2 EXT,ACTIVE,182,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,UG,DKI,C,INDIHOME
THE RIVER (1),ACTIVE,627,OVER 200,KAB. BOGOR,KABUPATEN,CLUSTER,MIXED,JABAR,C,INDIHOME
THE RIVER (1) EXT,ACTIVE,132,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,C,INDIHOME
THE RIVER (2),ACTIVE,115,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,C,INDIHOME
THE RIVER (2) EXT,ACTIVE,286,OVER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,C,INDIHOME
THE RIVER (2) EXT,ACTIVE,291,OVER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
TRE VISTA CIPUTAT BLOK B & D EXT,ACTIVE,19,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
TRE VISTA CIPUTAT BLOK B EXT,ACTIVE,15,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
TRIA ADARA RESIDENCE 1,ACTIVE,43,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
TRIA ADARA RESIDENCE 3 Blok D Ext ,ACTIVE,39,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
TRIAS ESTATE 1 (1),ACTIVE,288,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TRIAS ESTATE 2 (2),ACTIVE,390,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TRIAS ESTATE 2 (3),ACTIVE,137,UNDER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TRIAS ESTATE 2 (4),ACTIVE,283,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TRIAS ESTATE 2 (4) EXT,ACTIVE,126,UNDER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TRIAS ESTATE 2 (5),ACTIVE,428,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TRIDAYA INDAH ESTATE 1 (1),ACTIVE,220,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TRIDAYA INDAH ESTATE 1 (2),ACTIVE,202,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TUGU AREA - H. MUTHOLIB (AREMAN),ACTIVE,224,OVER 200,KODYA DEPOK,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
ULUJAMI AREA (2) ULUJAMI INDAH,ACTIVE,81,UNDER 200,JAKARTA SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
UTAN KAYU UTARA AREA (3),ACTIVE,183,UNDER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
UTAN PANJANG AREA ,ACTIVE,445,OVER 200,JAKARTA PUSAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
UTAN PANJANG AREA  EXT,ACTIVE,84,UNDER 200,JAKARTA PUSAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
VICTORIA PARK,ACTIVE,91,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
VICTORIA PARK EXT,ACTIVE,30,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
VICTORIA PARK EXT,ACTIVE,19,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
VILLA ANGGREK,ACTIVE,365,OVER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,MIXED,JABAR,C,INDIHOME
VILLA BEKASI INDAH 1 (1),ACTIVE,424,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
VILLA BEKASI INDAH 1 (2),ACTIVE,437,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
VILLA BEKASI INDAH 1 (3),ACTIVE,415,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
VILLA BOGOR INDAH 6,ACTIVE,133,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
VILLA BOGOR INDAH 6 EXT,ACTIVE,37,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
VILLA BOGOR INDAH 6 EXT,ACTIVE,33,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
VILLA BOGOR INDAH 6 EXT,ACTIVE,42,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
VILLA BOGOR INDAH 6 EXT,ACTIVE,66,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
VILLA BOGOR INDAH 6 EXT,ACTIVE,33,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
VILLA BOGOR INDAH 6 EXT,ACTIVE,54,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
VILLA BOGOR INDAH 6 EXT,ACTIVE,97,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
VILLA GADING BARU,ACTIVE,430,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
VILLA GADING BARU EXT,ACTIVE,140,UNDER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
VILLA GUNUNG LESTARI (2),ACTIVE,144,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
VILLA JATI INDAH,ACTIVE,20,UNDER 200,JAKARTA SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,B,INDIHOME
VILLA MEUTIA KIRANA,ACTIVE,184,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,UG,JABAR,B,INDIHOME
VILLA MUTIARA CIKARANG 1 (1),ACTIVE,179,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
VILLA MUTIARA CIKARANG 1 (5),ACTIVE,73,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
VILLA MUTIARA CIKARANG 1 (6),ACTIVE,62,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
VILLA MUTIARA CIKARANG 2 (1),ACTIVE,632,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
VILLA MUTIARA CIKARANG 2 (2),ACTIVE,393,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
VILLA MUTIARA CIKARANG 2 (3),ACTIVE,518,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
VILLA MUTIARA GADING 2 RW.17 & 08,ACTIVE,108,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
VILLA PERMATA SERPONG,ACTIVE,145,UNDER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
VILLA RIZKI ILHAMI (3),ACTIVE,348,OVER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
VILLA RIZKI ILHAMI (3) EXT,ACTIVE,11,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
VILLA TANGERANG REGENCY 2 (16) EXT ,ACTIVE,45,UNDER 200,KODYA TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
VILLA TANGERANG REGENCY 2 BLOK AC & AD,ACTIVE,250,OVER 200,KODYA TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
VINIFERA RESIDENCE,ACTIVE,66,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
WAHANA PONDOK GEDE (5),ACTIVE,482,OVER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
WATERFRONT ESTATE LC,ACTIVE,248,OVER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,B,INDIHOME
WISMA JAYA (1) RW 17,ACTIVE,315,OVER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
WISMA JAYA (1) RW 17 EXT,ACTIVE,299,OVER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
WISMA JAYA (2),ACTIVE,142,UNDER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
WISMA JAYA (2) EXT,ACTIVE,275,OVER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
WISMA JAYA (2) RW 17 EXT,ACTIVE,4,UNDER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
WISMA JAYA (3) RW. 18,ACTIVE,233,OVER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
WISMA JAYA (4) EXT,ACTIVE,76,UNDER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
WISMA JAYA (4) RW. 18,ACTIVE,204,OVER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
YASMIN RESIDENCE 2,ACTIVE,34,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
YELLOW GARDEN EXT,ACTIVE,134,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
